feature,bucket,train_n,oos_n,train_mean_bps,oos_mean_bps,train_excess_bps,oos_excess_bps,train_wr_pct,oos_wr_pct,train_sharpe_ish,oos_sharpe_ish,train_range_low,train_range_high
ret_48b,0,18356,15311,-0.4723896326771283,4.298189245811619,-1.5257409821763344,2.7015316151972186,53.58465896709522,54.74495460779831,-0.0029665581374428477,0.0345600597348563,-0.17133876182711139,-0.011602007080535671
ret_48b,1,18356,17041,0.49978037062066477,-1.2564386900855586,-0.5535709788785415,-2.853096320699959,53.32316408803661,52.20350918373335,0.004434235255321776,-0.012812727153520661,-0.011602007080535671,-0.002673206554234997
ret_48b,2,18356,15988,0.3669090614692984,-0.412971496669809,-0.6864422880299077,-2.0096291272842093,50.44127260841142,50.331498623967974,0.003853763650764165,-0.004899530885974195,-0.002673206554234997,0.0024953883567779924
ret_48b,3,18356,19939,2.1981670240047784,1.544941539668732,1.1448156745055722,-0.051716090945668425,47.221616910002176,50.188073624554896,0.019078045200912712,0.016905796410315987,0.0024953883567779924,0.012269874698283266
ret_48b,4,18356,15558,2.674289924078418,4.194522488896249,1.620938574579212,2.5978648582818487,46.7640008716496,48.81732870548914,0.018244563485284724,0.03777448866763772,0.012269874698283266,0.1789213139835788
hour_utc,0,19120,17480,-0.7585324128422273,1.8623666059009556,-1.8609511943200403,0.2657089752865551,50.69037656903765,51.24713958810069,-0.006595482000131054,0.02144850859349615,0.0,4.0
hour_utc,1,19120,17469,1.089163316673103,2.7927740417229887,-0.013255464804710071,1.1961164111085882,50.18828451882845,51.5370084149064,0.009613580605439705,0.033789974225787965,4.0,9.0
hour_utc,2,19136,17460,-0.34044516586466667,-0.0978075557672273,-1.4428639473424796,-1.6944651863816278,48.84510869565217,49.50744558991982,-0.0023125500611891935,-0.0007503194376505886,9.0,14.0
hour_utc,3,19140,17460,4.0689657965524875,2.1431474442516323,2.966547015074674,0.5464898136372318,52.08463949843261,52.64604810996564,0.029823038242401057,0.020069082761403248,14.0,19.0
hour_utc,4,15312,13968,1.537748323685341,1.2031939661278759,0.43532954220752806,-0.3934636644865246,49.31426332288401,51.04524627720504,0.01184743985094663,0.012666085100527793,19.0,23.0
dow,0,26112,24000,2.2672513733188895,3.835574061209522,1.1648325918410765,2.238916430595122,50.444240196078425,50.61666666666667,0.016451739152089494,0.033370453175820776,0.0,1.0
dow,1,13108,12000,7.044160516736605,8.27972090417932,5.941741735258792,6.683063273564919,51.57155935306683,52.325,0.04943954061562902,0.07412664326912943,1.0,2.0
dow,2,26304,24000,-2.5790984339912155,-2.5178900456551836,-3.6815172154690288,-4.114547676269584,49.39552919708029,50.979166666666664,-0.019198887948318682,-0.023911088252489048,2.0,4.0
dow,3,13152,11933,-2.225020674125539,-0.06773221017555416,-3.3274394556033524,-1.6643898407899547,50.0,51.60479342998408,-0.02398101581873989,-0.0011341553509858127,4.0,5.0
dow,4,13152,11904,3.558368694180535,0.30965784764687937,2.455949912702722,-1.286999782967521,50.59306569343066,51.302083333333336,0.030711767582032593,0.0034399162142362315,5.0,6.0
